OBJECTID,GID,RR_ABRVN,RR_COMPANY,RR_STATUS,RR_TYP,RR_NBR,GRID_OP,CREATE_DT,CREATE_NM,EDIT_DT,EDIT_NM,SHAPE_Length,WKT
5556,6757,UP,Union Pacific Railroad Company,Pulled,Industrial Lead,66,,,,,,0.002990738885772989,"MULTILINESTRING ((-96.08609244399997 30.380680663000078, -96.08686676699995 30.382509601000038, -96.08710855799995 30.383079888000054, -96.08716546399995 30.383191546000035, -96.08724250799997 30.383280505000073, -96.08735903799999 30.38336201100003))"
5572,6266,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.013096698791778072,"MULTILINESTRING ((-97.38372169499996 32.720146955000075, -97.38352957799998 32.72025214900003, -97.38338943599996 32.720343838000076, -97.38326576599997 32.72046129900008, -97.38316737499997 32.72059743400007, -97.38303797599997 32.720765664000055, -97.38288598699995 32.72097341800003, -97.38253104899997 32.72136610200005, -97.38234037199999 32.72157308100003, -97.38208852999998 32.72181517700005, -97.38193938499995 32.72192122300004, -97.38171247599996 32.72204025800005, -97.38151647199999 32.72213082700006, -97.38086225099994 32.72246300100005, -97.38019533699998 32.72278764400005, -97.37919624799997 32.723305527000036, -97.37828501499996 32.72375611000007, -97.37710368899997 32.72433210400004, -97.37250235199997 32.72665664600004))"
5575,6269,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.012066462138410006,"MULTILINESTRING ((-97.38256442599999 32.72132917000005, -97.38197129599996 32.721856444000025, -97.38177886299997 32.72197253200005, -97.38152168099998 32.72209822200006, -97.38131696999994 32.72219225300006, -97.37894006999994 32.723394889000076, -97.37839494499997 32.72366359700004, -97.37803793799998 32.723827475000064, -97.37782534799999 32.72389590600005, -97.37764784499996 32.72393959200008, -97.37727545099995 32.72405899600005, -97.37694477799994 32.724172639000074, -97.37617696899997 32.72456792600008, -97.37365230599994 32.725822022000045, -97.37283229099995 32.72623805200004, -97.37261866499995 32.72634279400006, -97.37222875799995 32.72660027300003, -97.37188663599994 32.72684054200005))"
5589,6411,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.001539440362996279,"MULTILINESTRING ((-97.29128475799996 27.92114194900006, -97.29128961699996 27.92083602500003, -97.29132630399994 27.92054498400006, -97.29144612199997 27.92025649900006, -97.29174382399998 27.919703823000077))"
5590,6412,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0008665811841629743,"MULTILINESTRING ((-97.29128475799996 27.92114194900006, -97.29110928699998 27.921990579000067))"
5591,6413,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.000841039587133419,"MULTILINESTRING ((-97.29173488499998 27.92280975700004, -97.29129826199994 27.92209093300005))"
5593,6415,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.012436593201188973,"MULTILINESTRING ((-97.26056644199997 27.896332270000073, -97.26030782599997 27.89572900400003, -97.26018525799998 27.89550349500007, -97.26008678599999 27.89536123000005, -97.25997222399997 27.895222682000053, -97.25984882599994 27.895096693000028, -97.25971024399996 27.89497672300007, -97.25955203099994 27.89486153100006, -97.25938299799998 27.894759176000036, -97.25920446699996 27.894670457000075, -97.259012682 27.89459430900007, -97.25881922699995 27.894535245000043, -97.25862066699995 27.894491593000055, -97.25841853299994 27.894463641000073, -97.25820892099995 27.89445156900007, -97.25109009099998 27.894328418000043, -97.25086629499998 27.89434104000003, -97.25062622799999 27.894391213000063, -97.25039971799998 27.894477831000074, -97.25019370799998 27.894598274000032, -97.25001752099996 27.89474582500003, -97.24993809999995 27.89483235800003, -97.24987004199994 27.894921441000065, -97.24981086999998 27.89501537800004, -97.24976101599998 27.895113524000067, -97.24969157799995 27.895315451000045, -97.24965777999995 27.89554099000003))"
5594,6416,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.019342248932079167,"MULTILINESTRING ((-97.26116850799997 27.906860116000075, -97.26102485999996 27.906663845000026, -97.26091107099995 27.906483783000056, -97.26080786599994 27.90629024200007, -97.26071880399996 27.90608713000006, -97.26064746299994 27.905882577000057, -97.26059164199995 27.905670317000045, -97.26055360799995 27.905458848000023, -97.26053216199995 27.905241687000057, -97.26052762099994 27.905073481000045, -97.26056644199997 27.896332270000073, -97.26056915399994 27.894831904000057, -97.26066713699998 27.894639205000033, -97.26076314099998 27.894477662000043, -97.260874834 27.894316942000046, -97.26099865499998 27.894163396000067, -97.26113402999994 27.894017749000056, -97.26128280799998 27.893878519000054, -97.26143946299999 27.893750846000046, -97.26161004399995 27.89362987000004, -97.26169313199995 27.893567165000036, -97.26177282899994 27.893493437000075, -97.26184345699994 27.893412729000033, -97.26190421799998 27.893325918000073, -97.26195449599999 27.893233964000046, -97.26199368899995 27.893137856000067, -97.26202143499995 27.89303864200008, -97.26203737499998 27.892937406000044, -97.26204144399998 27.89283794000005, -97.26198927699994 27.889739733000056, -97.26197339799995 27.88958365800005, -97.26194056499997 27.88942417900006, -97.26189318899998 27.889273240000023, -97.26182843899994 27.889121673000034, -97.26170567099996 27.88891049700004, -97.26133589099999 27.888400774000047))"
5609,6767,UP,Union Pacific Railroad Company,Pulled,Spur Line,66,,,,,,0.0041699339169619706,"MULTILINESTRING ((-96.63968020299995 30.843765303000055, -96.63958669599998 30.843663457000048, -96.63941407199997 30.843520727000055, -96.63919807599996 30.843369323000047, -96.63894372599998 30.843231993000074, -96.63865419999996 30.843101271000023, -96.63836378599996 30.842995660000042, -96.638017387 30.842908677000025, -96.63770201999995 30.84285015100005, -96.63736213899995 30.842826157000047, -96.63699835899996 30.84281912800003, -96.63665406299998 30.842837732000078, -96.63632642799996 30.842879389000075, -96.63576889599995 30.84300086500008))"
5610,6768,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.006438022618808332,"MULTILINESTRING ((-96.63957184499998 30.84352403400004, -96.63935092399998 30.843353480000076, -96.63914512499997 30.84322575300007, -96.63890355199999 30.84310728500003, -96.63867506399998 30.843019739000056, -96.63839471699998 30.84292879800006, -96.63808368599996 30.842837046000056, -96.63779983399996 30.84277863400007, -96.637573993 30.84275027600006, -96.63719842199998 30.842746540000064, -96.63680589699999 30.842754599000045, -96.63649291299998 30.84278511800005, -96.63625740999998 30.84282991200007, -96.63606868799997 30.842888156000072, -96.63567835599997 30.843034905000025, -96.63528179499997 30.843224299000042, -96.63420165199994 30.84370156600005, -96.63390209699998 30.843820109000035, -96.63353711999997 30.84394919300007))"
5612,6770,UP,Union Pacific Railroad Company,Unknown,Spur Line,66,,,,,,0.0015899852635849396,"MULTILINESTRING ((-96.36897296099994 30.63850081000004, -96.36867175699996 30.63755971100005, -96.36856406199996 30.637320789000057, -96.36840312599998 30.637021531000073))"
5629,6279,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0006317374365041211,"MULTILINESTRING ((-97.37067187799994 32.72650411700005, -97.37007974699998 32.72672428300007))"
5635,6285,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0009975354370682931,"MULTILINESTRING ((-97.37037252699997 32.72563985100004, -97.36999836999996 32.725795883000046, -97.36971056799996 32.725939105000066, -97.36947768499994 32.72607706200006))"
5636,6286,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0005896414592169625,"MULTILINESTRING ((-97.36926217699994 32.726124337000044, -97.36875993099994 32.726433248000035))"
5638,6288,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0006660405348600516,"MULTILINESTRING ((-97.37019860899994 32.725496521000025, -97.36991559699999 32.725681552000026, -97.36964385599998 32.72586507800003))"
5640,6418,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.011372168606355941,"MULTILINESTRING ((-97.50870672499997 28.03432908800005, -97.50849036099999 28.034482807000074, -97.50825253699998 28.034621431000062, -97.50798513499996 28.034753067000054, -97.50786797299997 28.034797749000063, -97.50762012299998 28.034853733000034, -97.50746578399998 28.03488648600006, -97.50728381 28.034893605000036, -97.50707775599994 28.034898928000075, -97.50686549699998 28.034897745000023, -97.50671093099999 28.034877366000046, -97.506551173 28.034837863000064, -97.50640919899996 28.034787546000075, -97.50596836299997 28.03454442000003, -97.50479363899996 28.033936191000066, -97.50206819399995 28.032523823000076, -97.49925258699994 28.031043631000045, -97.49898592599999 28.030938622000065, -97.498469963 28.030718230000048))"
5642,6420,UP,Union Pacific Railroad Company,Inactive/Abandoned,Spur Line,66,,,,,,0.002829545735006808,"MULTILINESTRING ((-97.50942238299996 28.036443508000048, -97.50927684599998 28.036283585000035, -97.50901653299996 28.036034636000068, -97.50886691999995 28.03588110000004, -97.50875786399996 28.03572120900003, -97.50871280799998 28.03563568000004, -97.50866641599998 28.035504314000036, -97.50864029799999 28.035260049000044, -97.50863913299997 28.03498760100007, -97.50864137199994 28.034841457000027, -97.50865459999994 28.034683235000045, -97.50878343399995 28.03439546900006, -97.50900870199996 28.033981966000056))"
5644,6422,UP,Union Pacific Railroad Company,Pulled,Spur Line,66,,,,,,0.010323172164681198,"MULTILINESTRING ((-97.525256905 28.05828125100004, -97.52513665199996 28.058143092000023, -97.52493901899999 28.057916049000028, -97.52408196899995 28.056651616000067, -97.51950932199998 28.049980445000074, -97.51947567899998 28.04988288100003, -97.51943745799997 28.04976870300004))"
5646,6424,UP,Union Pacific Railroad Company,Pulled,Industrial Lead,66,,,,,,0.001140489455932078,"MULTILINESTRING ((-97.511914215 28.03880323100003, -97.51182391499998 28.03874412500005, -97.51170772099994 28.03859933900003, -97.51146985399998 28.03829349700004, -97.51129433299997 28.038077790000045, -97.51120788299994 28.037918347000073))"
5647,6425,UP,Union Pacific Railroad Company,Pulled,Industrial Lead,66,,,,,,0.0011231824123649513,"MULTILINESTRING ((-97.51198128199997 28.038887247000048, -97.51188262599999 28.03871179600003, -97.51174808299999 28.038537059000078, -97.51143515399997 28.038132217000054, -97.51128553599995 28.038015631000064))"
5650,6428,UP,Union Pacific Railroad Company,Pulled,Spur Line,66,,,,,,0.0013929923293289604,"MULTILINESTRING ((-97.74029818099996 28.385053464000066, -97.74025302499996 28.385195474000056, -97.74018913299994 28.385319108000033, -97.74010008099998 28.38543645900006, -97.73999035499997 28.38553923300003, -97.73989376799994 28.38560657800008, -97.73978828099996 28.385662529000058, -97.73925906399995 28.38587425700007))"
5651,6429,UP,Union Pacific Railroad Company,Pulled,Spur Line,66,,,,,,0.003909923620413922,"MULTILINESTRING ((-97.74004102399994 28.383653037000045, -97.74029818099996 28.385053464000066, -97.74046320499997 28.385950107000042, -97.74049551599995 28.386076011000057, -97.74053747799996 28.38619406400005, -97.74061048799996 28.38634777200008, -97.74124319999999 28.38730680200007))"
5652,6430,UP,Union Pacific Railroad Company,Pulled,Spur Line,66,,,,,,0.019321152435360055,"MULTILINESTRING ((-97.74336366399996 28.389555090000044, -97.74330600199994 28.389137780000055, -97.74014969399997 28.38359533700003, -97.73586005699997 28.37607154500006, -97.73426374599995 28.373199337000074, -97.73390606599997 28.372749157000044))"
5723,6628,UP,Union Pacific Railroad Company,Pulled,Industrial Lead,66,,,,,,0.0049357779911150925,"MULTILINESTRING ((-98.53328178499999 29.39502350400005, -98.53457285599995 29.39415255700004, -98.53738286399994 29.39227706500003))"
5728,6633,UP,Union Pacific Railroad Company,Pulled,Spur Line,66,,,,,,0.0006974197358521533,"MULTILINESTRING ((-98.51011928599996 29.413174171000037, -98.51027746299997 29.41301104100006, -98.51046890599997 29.41281602400005, -98.51055994899997 29.41275612100003, -98.51064623799994 29.412739204000047))"
5730,6635,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.006876573032091838,"MULTILINESTRING ((-98.50631765399999 29.42564274700004, -98.50630808399995 29.42548213300006, -98.50626854299998 29.424818319000053, -98.50625859599995 29.42459155100005, -98.50629847 29.424258603000055, -98.506529576 29.422328751000066, -98.50681034499996 29.42001100600004, -98.50687838099998 29.419765702000063, -98.50699681999998 29.419342476000054, -98.50710081899996 29.418974267000067, -98.50715502999998 29.418852405000052))"
5731,6636,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.005928945743771041,"MULTILINESTRING ((-98.50629399299999 29.425245551000046, -98.50639156399995 29.424206067000057, -98.50691745299997 29.419972818000076, -98.50699234499996 29.41935826100007))"
5732,6637,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.005003278362235472,"MULTILINESTRING ((-98.50626336399995 29.424700208000047, -98.50634177799998 29.42424200800008, -98.50685567799997 29.419993607000038, -98.50688651099995 29.419736401000023))"
5753,6302,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0010079165256199271,"MULTILINESTRING ((-97.36418753399994 32.729281591000074, -97.36339658399999 32.72990632600005))"
5759,6308,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0007335093439781701,"MULTILINESTRING ((-97.36634279999998 32.72842269600005, -97.36606357799997 32.728718730000026, -97.36582061099995 32.728936936000025))"
5761,6310,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0010432039300393063,"MULTILINESTRING ((-97.36633318399998 32.72826900200005, -97.36584134499998 32.728518002000044, -97.365413145 32.72876015200006))"
5768,6317,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.005232197766310123,"MULTILINESTRING ((-97.36527717599995 32.728244966000034, -97.36422977799998 32.729233341000054, -97.36394180599996 32.72955189100003, -97.36345721599997 32.72996371700003, -97.36316252999995 32.73019764500003, -97.36295113499995 32.73037510700004, -97.36281463499995 32.730488653000066, -97.36230445499996 32.730892692000054, -97.36207679399996 32.731037109000056, -97.36165767799997 32.731261258000075, -97.36138273799997 32.73140472800003, -97.36120293299996 32.731469454000035))"
5790,6638,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.013476570683485307,"MULTILINESTRING ((-98.50596287499997 29.429198189000033, -98.50598458099995 29.428658022000036, -98.50617062199996 29.426956480000058, -98.50628805199995 29.425984052000047, -98.50631765399999 29.42564274700004, -98.506398016 29.42471605600008, -98.50669164599998 29.42241321100005, -98.50702787399996 29.419737833000056, -98.50709229299997 29.419279483000025, -98.50716126999998 29.418823821000046, -98.50726652299994 29.418341802000043, -98.50745735399994 29.41765538800007, -98.50764244199996 29.41716849100004, -98.50776161499994 29.416769015000057, -98.50779725599995 29.416582921000042, -98.50779497899998 29.416464528000063, -98.50778517299995 29.416353487000038, -98.50775744999999 29.416241702000036, -98.50762758199994 29.41591421800007))"
5802,6650,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0031868217692289725,"MULTILINESTRING ((-98.43196902299997 29.549002273000042, -98.43260196399996 29.548262222000062, -98.43265675399994 29.548180201000037, -98.43271171999999 29.548087390000035, -98.43276332399995 29.547947803000056, -98.43279895099994 29.54777924900003, -98.43280615599997 29.547588766000047, -98.43279620399994 29.547441226000046, -98.43273727499997 29.54727150100007, -98.43264568499995 29.547086985000078, -98.43247656099999 29.546865559000025, -98.43231837199994 29.546730558000036, -98.43190772699995 29.546492474000047))"
5826,6320,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0002960336555559294,"MULTILINESTRING ((-97.36174743299995 32.73128719500005, -97.36146919799995 32.731388295000045))"
5827,6321,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0004808835582181403,"MULTILINESTRING ((-97.35161175199994 32.736469828000054, -97.35116498199994 32.736647720000065))"
5828,6322,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0005311614232670044,"MULTILINESTRING ((-97.31785221799998 32.744232805000024, -97.317324408 32.74417323100005))"
5829,6323,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0006080972210532131,"MULTILINESTRING ((-97.31933421599996 32.744587111000044, -97.31874986499997 32.74441883700007))"
5834,6328,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.002269908180612345,"MULTILINESTRING ((-97.31969543199995 32.744616783000026, -97.32016632199998 32.74467222800007, -97.32040752699999 32.74465899100005, -97.32058898499997 32.74462999700006, -97.32076686499994 32.74457549300007, -97.32092828599997 32.74449520400003, -97.32109504299996 32.744378683000036, -97.32121484099997 32.74425029900004, -97.32130331599996 32.74413197300004, -97.32137820599996 32.74395198800005, -97.32144175899998 32.74367684300006))"
5835,6329,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.008101527907474836,"MULTILINESTRING ((-94.11004360399994 30.07542610300004, -94.10959009699997 30.075352975000044, -94.10877413999998 30.07530696400005, -94.10783243199995 30.07531651200003, -94.10651090399995 30.075304342000038, -94.10564033499998 30.07530489100003, -94.105074759 30.075319582000077, -94.10436885199994 30.07539733400006, -94.10406679699997 30.07541197000006, -94.10372482699995 30.075381122000067, -94.102008115 30.074953005000054))"
5837,6331,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.002915494193830382,"MULTILINESTRING ((-94.09072061499995 30.079526585000053, -94.09069108399996 30.079361170000027, -94.09068533599998 30.079253133000066, -94.09069803999995 30.07911362400006, -94.09071706899994 30.078938486000027, -94.09076102799997 30.078760918000057, -94.09083646299996 30.07854170400003, -94.09092764099995 30.07840225500007, -94.09099014999998 30.078326134000065, -94.09108626199998 30.078240794000067, -94.09123878499997 30.078111377000027, -94.091340775 30.077997579000055, -94.09150895599998 30.07781500400006, -94.09192554899994 30.07742126200003, -94.09202511599995 30.07734686300006, -94.09216336099996 30.077180858000077))"
5840,6334,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.016082774623128914,"MULTILINESTRING ((-94.23136257899995 30.076104529000077, -94.23098202599994 30.076026010000078, -94.23073968099999 30.075980885000035, -94.23053631899995 30.07592855200005, -94.23032726399998 30.075833447000036, -94.23012660399996 30.075690234000035, -94.23001094399996 30.07559877600005, -94.22984352699996 30.07545228300006, -94.22970905299997 30.075307287000044, -94.22955605999994 30.07510397200008, -94.22946523199994 30.074965745000043, -94.22940989199998 30.074875967000025, -94.22935120199998 30.074676028000056, -94.22929223299997 30.074442014000056, -94.22925967599997 30.073637662000067, -94.22925748899996 30.073066028000028, -94.22926251099994 30.072417608000023, -94.22925167099999 30.071512184000028, -94.22923484299997 30.068404263000048, -94.22923069999996 30.06690946300006, -94.22917599299996 30.064554413000053, -94.22915511699995 30.064420562000066, -94.22912164299998 30.06422148100006, -94.22905132299996 30.064017130000025, -94.22902973899994 30.063854297000034, -94.22903382299995 30.063689461000024, -94.22906820599997 30.06352938400005, -94.22910520699998 30.063394564000077, -94.22920222599998 30.063222960000076, -94.22926762799995 30.063096617000042, -94.22934906199998 30.062978187000056, -94.22950828599994 30.062802227000077, -94.22965604599995 30.062679624000054, -94.22975571299997 30.06260153200003, -94.22995962699997 30.062506624000036, -94.23015422099996 30.06242925300006, -94.23081068099998 30.06229382500004))"
5844,6469,UP,Union Pacific Railroad Company,Pulled,Spur Line,66,,,,,,0.026503683034931193,"MULTILINESTRING ((-97.794447844 28.671428183000046, -97.79730135799997 28.66841476600007, -97.79747832799995 28.66823902400006, -97.79766463099998 28.668070968000052, -97.79787729399999 28.66789751700003, -97.79809994399994 28.667734093000036, -97.79833197099998 28.667581152000025, -97.79857275499995 28.667439138000077, -97.79882161799998 28.667308397000056, -97.79907790199996 28.667189332000078, -97.799340869 28.667082228000027, -97.79960984299998 28.666987411000036, -97.81576867299998 28.66168840000006, -97.81596569899995 28.661635516000047, -97.81615478499998 28.661604854000075, -97.81634656399996 28.66159269800005, -97.81654552799995 28.661599704000025, -97.81673556599998 28.661625322000077, -97.81692129699996 28.661669163000056, -97.81710044699997 28.66173068300003, -97.81727088499997 28.661809161000065, -97.81743052299998 28.66190364700003, -97.81757746599999 28.662013006000052, -97.81770995899996 28.66213589700004, -97.81782636099996 28.662270858000056, -97.81792529599994 28.662416250000035, -97.81799779199997 28.66255545000007))"
5870,6663,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0013295315597877007,"MULTILINESTRING ((-96.60433565399995 30.86470459000003, -96.60427395999994 30.864572433000035, -96.60423599899997 30.864495976000057, -96.60417421099999 30.86440308600004, -96.60357560799997 30.863618633000044))"
5871,6664,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0008618355546383847,"MULTILINESTRING ((-96.60474230199998 30.86419760600006, -96.60474537699997 30.864072522000072, -96.60473790099996 30.863996865000047, -96.60472254599995 30.863913984000078, -96.60468444499998 30.863819921000072, -96.60463753799996 30.863703832000056, -96.60447323799997 30.863395129000025))"
5880,6837,UP,Union Pacific Railroad Company,Pulled,Spur Line,66,,,,,,0.0033737105975330784,"MULTILINESTRING ((-96.05490908299998 30.355499234000035, -96.05429122499999 30.355179797000062, -96.05400486299999 30.35503710200004, -96.05369717799994 30.354907913000034, -96.05338503799999 30.35479992100005, -96.05305373599998 30.35470861500005, -96.05271564199995 30.35463852500004, -96.052355246 30.354588206000074, -96.05211878999995 30.354568389000065, -96.05171512599998 30.35454954800008))"
5885,6842,UP,Union Pacific Railroad Company,Pulled,Spur Line,66,,,,,,0.00046223171393035083,"MULTILINESTRING ((-96.59874076299997 30.880966391000072, -96.598867467 30.88052186400006))"
5887,6844,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.002633029152640167,"MULTILINESTRING ((-96.60374876799995 30.866609537000045, -96.60379952899996 30.86640312700007, -96.60381715199998 30.866273413000044, -96.60382093899995 30.866093954000064, -96.60380085299994 30.865927331000023, -96.60375145599994 30.865780133000044, -96.603698652 30.865655280000055, -96.60363985799995 30.865552724000054, -96.60297010199997 30.864662391000024, -96.60271817899996 30.86432749000005))"
5888,6845,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.001972831456774728,"MULTILINESTRING ((-96.60380366299995 30.865950637000026, -96.60380836599995 30.86586243800008, -96.60380368199998 30.86577477800006, -96.60378543599995 30.865702471000077, -96.60374916299997 30.865625195000064, -96.60370288299998 30.86553643700006, -96.60291824199999 30.86448937600005, -96.60278136499994 30.864306721000048))"
5889,6846,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.002440109166513489,"MULTILINESTRING ((-96.60380259599998 30.866380546000073, -96.60386153699994 30.86619603400004, -96.60388412299994 30.86607318500006, -96.603887193 30.86591390700005, -96.60386850899994 30.865780983000036, -96.60382154599995 30.865638336000075, -96.60375551299995 30.86551987100006, -96.60358177299997 30.865284090000046, -96.60343542799995 30.865082693000033, -96.60324389199997 30.864835210000024, -96.60303406899999 30.864549614000055, -96.60283691199999 30.864281256000027))"
5890,6847,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0017898355103442682,"MULTILINESTRING ((-96.60398952499997 30.86569656100005, -96.60394047399996 30.86551355100005, -96.60389491099994 30.865404608000063, -96.60384887699996 30.865309117000038, -96.60378700599995 30.865219942000067, -96.603194767 30.864424994000046, -96.60302962199995 30.86420332000006))"
5891,6848,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0022725832830561617,"MULTILINESTRING ((-96.60395565699997 30.86616852000003, -96.60398033599995 30.86600166000005, -96.60399537299998 30.865871880000043, -96.60399463899995 30.865746169000033, -96.60398303199997 30.865633638000077, -96.60396874599996 30.865523280000048, -96.60394619199997 30.865426167000066, -96.60389338599998 30.86530132000007, -96.60382711499994 30.86518958000005, -96.60328984799997 30.864457771000048, -96.60308265099997 30.864175544000034))"
5895,6338,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.005494823986606336,"MULTILINESTRING ((-94.90629412299995 29.99714784300005, -94.90614079699998 29.99754617700006, -94.90594185199996 29.99784414000004, -94.90574450299994 29.99811200700003, -94.905592518 29.998364458000026, -94.90453714699998 30.002308020000044))"
5896,6339,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.002283842570704936,"MULTILINESTRING ((-97.32129343499997 32.746036582000045, -97.32122907399997 32.74570433500003, -97.32118963599999 32.745579959000054, -97.32111612399996 32.745443987000044, -97.32097131199998 32.74524476300007, -97.32077408999999 32.74507354900004, -97.32056304499997 32.74493475600008, -97.32037182299996 32.74485452000005, -97.320103438 32.744765432000065, -97.31985571599995 32.744705844000066, -97.31970659799998 32.74466223700006))"
5897,6340,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.010143940680827048,"MULTILINESTRING ((-94.89581266399995 29.722480158000053, -94.89572840099999 29.722035472000073, -94.89564497199996 29.721576499000037, -94.89557005499995 29.721269740000025, -94.89548865599994 29.721085662000064, -94.89536986399997 29.720903691000046, -94.89523637199994 29.720764519000056, -94.89506155099997 29.720623682000053, -94.89494116499998 29.720550124000056, -94.89466842499996 29.72039245900004, -94.89397914799997 29.720019577000073, -94.89236132099995 29.71912421500008, -94.89217560199995 29.719005310000057, -94.892005854 29.71886942200007, -94.89186507099998 29.718730365000056, -94.89174100099996 29.718579632000058, -94.89163497299995 29.718418772000064, -94.89154799599999 29.71824939800007, -94.89148099599998 29.718073262000075, -94.89143463299996 29.717892126000038, -94.89140936899997 29.71770785600006, -94.89140566099996 29.717518444000063, -94.89152400999996 29.714501461000054))"
5898,6341,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.008517317686640276,"MULTILINESTRING ((-94.89591474399998 29.721880261000024, -94.89594883599995 29.721784007000053, -94.89629589999998 29.71355314300007, -94.89626163599996 29.71337946400007))"
5899,6342,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.009216530975546621,"MULTILINESTRING ((-94.89589672299996 29.72226280800004, -94.89597325299997 29.722027259000072, -94.89633941099999 29.713508217000026, -94.89627422199999 29.713071097000068))"
5900,6343,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.008344804102971417,"MULTILINESTRING ((-94.89582819099996 29.72179360900003, -94.89579754299996 29.721589877000042, -94.89581288099998 29.720986631000073, -94.89612584099996 29.71389098800006, -94.89618689099996 29.71346251800003))"
5901,6344,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.008959592900223185,"MULTILINESTRING ((-94.89581075599995 29.722201509000058, -94.89576910599999 29.72189247600005, -94.89576122699998 29.721649884000044, -94.89578737999994 29.720685478000064, -94.89607500499994 29.713996660000078, -94.89609401799999 29.713792760000047, -94.89619481899996 29.713261741000053))"
5902,6345,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.004581090414338058,"MULTILINESTRING ((-94.89687534099994 29.697468886000024, -94.89696629599996 29.697168387000033, -94.89701378999996 29.697057882000024, -94.89715413999994 29.696838709000076, -94.89731372799997 29.696613697000032, -94.89745377899999 29.696328380000068, -94.89752366199997 29.69615265500005, -94.89753195099996 29.696067278000044, -94.89757313699994 29.695933122000042, -94.89779263099996 29.693381817000045, -94.89768637399999 29.69308322100005))"
5903,6346,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.003149365238034607,"MULTILINESTRING ((-94.89675100799997 29.697014228000057, -94.89678333899997 29.696546029000046, -94.89667927099998 29.693867999000076))"
5904,6347,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0059447232027098305,"MULTILINESTRING ((-94.91661806699994 29.693304141000056, -94.91559329199998 29.695760826000026, -94.91461715199995 29.698128120000035, -94.91456571599997 29.698269975000073, -94.91454016199998 29.698340466000047, -94.91446765199998 29.698545807000073, -94.91443123499994 29.69882199600005))"
5905,6348,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.005368075611383578,"MULTILINESTRING ((-94.91456571599997 29.698269975000073, -94.91457144399999 29.698137056000064, -94.91462003499998 29.69799538500007, -94.91656700799996 29.69329760100004))"
