OBJECTID,GID,RR_ABRVN,RR_COMPANY,RR_STATUS,RR_TYP,RR_NBR,GRID_OP,CREATE_DT,CREATE_NM,EDIT_DT,EDIT_NM,SHAPE_Length,WKT
5906,6349,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.12836040658361075,"MULTILINESTRING ((-94.91987244099994 29.81247855500004, -94.91992979299994 29.812283786000023, -94.91995485699994 29.812097407000067, -94.91994942099996 29.81190982000004, -94.91992102499995 29.81172180300007, -94.91985939299997 29.81151619800005, -94.91975690799995 29.811299930000075, -94.91961144099997 29.81111353400007, -94.91945914999997 29.810958464000066, -94.91924510699994 29.810796409000034, -94.91775314599994 29.80973898800005, -94.91492118399998 29.807653507000055, -94.91400372299995 29.806977845000063, -94.91059218799995 29.804486170000075, -94.90498484699998 29.80040585300003, -94.90455686299998 29.80008169000007, -94.90426825499998 29.79986243600007, -94.90411902599999 29.799748098000066, -94.90400007099998 29.799648524000077, -94.90387786099996 29.79951269700007, -94.903758026 29.79933182800005, -94.90367736999997 29.79919316200005, -94.90361784499999 29.799046318000023, -94.90356562999995 29.798859141000037, -94.90353780899994 29.798700030000077, -94.90347065399999 29.79840390800007, -94.90330811399997 29.797562260000063, -94.90165908299997 29.78959624400005, -94.89949348699997 29.778878392000024, -94.89909316199999 29.776957332000052, -94.89870294199994 29.775100285000065, -94.89826975199998 29.772861499000044, -94.89663966599994 29.76513995600004, -94.89581331599999 29.761346326000023, -94.89576137699999 29.761039865000043, -94.89566159199995 29.760451054000043, -94.89531098299994 29.758799020000026, -94.89522952399994 29.758415152000055, -94.89428575299996 29.753967844000044, -94.89374372999998 29.75141350800004, -94.89342330499994 29.749903386000028, -94.89333928399998 29.74950740500003, -94.89229232099996 29.74445946700007, -94.89220172099994 29.744110591000037, -94.89215409099995 29.74383782600006, -94.89211702499995 29.74356097100008, -94.89210901599995 29.743321404000028, -94.89212848999995 29.743051344000037, -94.89217400699994 29.74277782400003, -94.89231014999996 29.742160371000068, -94.89397425499999 29.734174374000077, -94.89534006599996 29.727715653000075, -94.89555343299998 29.726713106000034, -94.89562147899994 29.72640437900003, -94.89567428699996 29.726090526000064, -94.89570454199998 29.725811876000023, -94.89577389799996 29.723620849000042, -94.89581004399997 29.722841507000055, -94.89581266399995 29.722480158000053, -94.89581075599995 29.722201509000058, -94.89582819099996 29.72179360900003, -94.89586292799999 29.72113690300006, -94.89594537699998 29.71957813000006, -94.89618689099996 29.71346251800003, -94.89619481899996 29.713261741000053, -94.89626606199994 29.71145750900007, -94.89634445599995 29.70936839600006, -94.89655139799999 29.704910681000058, -94.896595344 29.704131053000026, -94.89661783299994 29.703732037000066, -94.896655964 29.701963310000053, -94.89680256499997 29.697343559000046, -94.89683336899998 29.696372765000035, -94.89685073099997 29.69519975600008, -94.89688998499997 29.69381267700004))"
5944,6849,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0020256024492368435,"MULTILINESTRING ((-96.60399256699998 30.865896071000066, -96.60402166999995 30.86571771000007, -96.60402850499997 30.86559893100008, -96.60402113799995 30.865513444000044, -96.60399197199996 30.865382487000034, -96.60396340899996 30.865307663000067, -96.603924453 30.865232563000063, -96.603359405 30.864455470000053, -96.60313567499998 30.86414777400006))"
5945,6850,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0016859201961175845,"MULTILINESTRING ((-96.60402113799995 30.865513444000044, -96.60400537099997 30.865371623000044, -96.60398532899995 30.86527681900003, -96.60392497299995 30.865145041000062, -96.60381650199997 30.864976072000047, -96.60337911999994 30.864378556000077, -96.60316642099997 30.864087983000047))"
5946,6851,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.005059646744933021,"MULTILINESTRING ((-96.60356428599994 30.86693787300004, -96.60367821099999 30.866741080000054, -96.60380641099994 30.866502069000035, -96.60402972999998 30.86600296900008, -96.60407473199996 30.865862967000055, -96.60409729599996 30.865712976000054, -96.60410384099998 30.865529097000035, -96.60407831099997 30.86536906200007, -96.60406275399998 30.865294582000047, -96.60400791499995 30.86515397000005, -96.603927318 30.865005944000075, -96.60344361299997 30.86435594200003, -96.60215193299996 30.862620133000064))"
5971,6356,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.009359801773738663,"MULTILINESTRING ((-93.99014088999996 29.871380186000067, -93.99010428799994 29.87116453400006, -93.99009233499999 29.87096919100003, -93.99010248099995 29.870770149000066, -93.99013589099997 29.870569404000037, -93.990191026 29.870376041000043, -93.99026932199996 29.87018501700004, -93.99036922699997 29.87000180600006, -93.99048969599994 29.869828231000042, -93.99060579899998 29.869691283000066, -93.99573317699998 29.86416912800007))"
5972,6357,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.003546508121394447,"MULTILINESTRING ((-93.97410642499995 29.857216124000047, -93.974019522 29.857013235000068, -93.973353106 29.85438976900008, -93.97329165699995 29.854094257000042, -93.97325260899999 29.853779497000062))"
5977,6362,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0053674034203869654,"MULTILINESTRING ((-93.97313947299995 29.85431869400003, -93.97311060999994 29.85446388300005, -93.97292629999998 29.854959484000062, -93.97275704799995 29.855214395000075, -93.97253633399998 29.85550134500005, -93.97207733099998 29.856039924000072, -93.96998756499994 29.858613235000064))"
5980,6365,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.010192380010337305,"MULTILINESTRING ((-93.97793376099997 29.865594977000057, -93.97733281099994 29.86452754000004, -93.97709071399998 29.86412807000005, -93.97640112599998 29.863371104000066, -93.97601647799996 29.862878650000027, -93.97565173599997 29.86230522900007, -93.97511180599997 29.861607094000078, -93.97490872599997 29.861295692000056, -93.97463464599997 29.860933497000076, -93.97441924099996 29.860696577000056, -93.974069494 29.860352482000053, -93.97378329599997 29.86010055500003, -93.97348346999996 29.85986094900005, -93.97315963399996 29.85960896200004, -93.972530453 29.85915228700003, -93.97213624899996 29.85889214200006, -93.97194158599996 29.858837391000066, -93.97182384899997 29.858724979000044, -93.97168867699997 29.858555395000053, -93.97158247199997 29.85836478500005, -93.97151179399998 29.858162036000067, -93.97147835699997 29.857952151000063))"
5989,6517,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.003220908164177747,"MULTILINESTRING ((-98.36068043299997 29.28326414600008, -98.36087014699996 29.282987864000063, -98.36094298299997 29.28274062500003, -98.36096661 29.28247293900006, -98.36094837699994 29.28223150900004, -98.36091183099995 29.28207038000005, -98.36077707699997 29.28181722800008, -98.36054227299996 29.281579676000035, -98.36032755499997 29.281402952000064, -98.35998328599999 29.28124930100006, -98.35935257499995 29.281005856000036))"
6023,6874,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0057964228959438285,"MULTILINESTRING ((-97.16784110099996 31.512449072000038, -97.16799679999997 31.512695523000048, -97.16812220999998 31.512834147000035, -97.16827012399995 31.512967522000054, -97.16848586299994 31.513148313000045, -97.16883298199997 31.513418100000024, -97.16891746999994 31.513506067000037, -97.16898610299995 31.51360134300006, -97.169042774 31.51372315100008, -97.16909252799996 31.513852452000037, -97.16913626399997 31.51395866400003, -97.16919803499997 31.51413416200006, -97.16923805099998 31.514364683000053, -97.169268 31.514558622000038, -97.16929605699994 31.514666400000067, -97.16933493099998 31.51478590200003, -97.16938066799997 31.514899808000052, -97.16944976399998 31.515054418000034, -97.16949688499994 31.51519706600004, -97.16953472499995 31.515350985000055, -97.16955911999997 31.515506531000028, -97.16956966499998 31.515677075000042, -97.16955816899997 31.515837575000035, -97.16954466699997 31.51599037400007, -97.16951107499995 31.516142728000034, -97.16945956599994 31.51629660900005, -97.16939477899996 31.51644636900005, -97.16932571899997 31.516587005000076, -97.16923526199997 31.516722913000024, -97.16913261699995 31.51685231400006, -97.16901136799999 31.516967677000025, -97.16882802999999 31.517122493000045, -97.16859068199994 31.51730586000008))"
6072,6715,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.03459387178272441,"MULTILINESTRING ((-98.41887948699997 29.450191026000027, -98.41818619999998 29.450552, -98.41801710099998 29.450626275000047, -98.41783480799995 29.450689707000038, -98.41764002799994 29.450740319000033, -98.41744773099998 29.450774197000044, -98.417244999 29.450766748000035, -98.41706446699999 29.45076824800003, -98.41684993299998 29.450746752000043, -98.41666129899994 29.450718057000074, -98.41645566099999 29.45067786800007, -98.41625917199997 29.450603933000025, -98.41605427199994 29.450518610000074, -98.41589682599994 29.45042260200006, -98.41574784699998 29.45033422000006, -98.41558628999996 29.450226869000062, -98.41545069399996 29.450108558000068, -98.41531572099996 29.449952643000074, -98.41305026999999 29.44736259900003, -98.40781261399997 29.441471826000054, -98.40641205699995 29.439878730000032, -98.39975238999995 29.432302461000063, -98.39582963599997 29.427839148000032, -98.39504083599996 29.42694156300007))"
6074,6717,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0024375585081052886,"MULTILINESTRING ((-98.47409919899997 29.435714419000078, -98.47491074599998 29.435622425000076, -98.475166947 29.435598372000072, -98.47531856799998 29.43556966500006, -98.475688704 29.435448589000032, -98.47598514999999 29.435330019000048, -98.47619628299998 29.43521381200003, -98.47640687699999 29.435062260000052))"
6078,5270,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0001640569838137963,"MULTILINESTRING ((-96.88518784299998 32.88617665900006, -96.88508282699996 32.88605061800007))"
6084,5276,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0014071141028489565,"MULTILINESTRING ((-96.87747722299997 32.86210798700006, -96.87754982399997 32.86205473200005, -96.87770487999995 32.861907803000065, -96.87781648699996 32.861804379000034, -96.87792335799998 32.86168606600006, -96.87803980999996 32.86154910500005, -96.87812930699994 32.86141528400003, -96.87820231299997 32.86123951600007, -96.87826356299996 32.86098603600004))"
6085,5277,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.001960732550299654,"MULTILINESTRING ((-96.87747722299997 32.86210798700006, -96.877069496 32.86237584300005, -96.87695638299994 32.862435067000035, -96.87683299399998 32.86248233600003, -96.87669875799997 32.862515, -96.87653937699997 32.86253749700006, -96.875632038 32.86264735700007))"
6123,5599,UP,Union Pacific Railroad Company,Pulled,Spur Line,66,,,,,,0.006094720115201195,"MULTILINESTRING ((-96.76253628799998 32.71890684600004, -96.76252336499994 32.71879381100007, -96.76252579099997 32.718723719000025, -96.76253352999998 32.718468243000075, -96.76053525099996 32.71354267600003, -96.76040657699997 32.71338290600005, -96.760305943 32.713293521000026))"
6124,5600,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.011154685288662468,"MULTILINESTRING ((-96.09010635699997 30.104608135000035, -96.08641658799996 30.103977772000064, -96.08429565699998 30.10361577100008, -96.08307066799995 30.103420112000038, -96.08272608699997 30.103366428000072, -96.08233791499998 30.103301827000053, -96.08202218499997 30.10321552700003, -96.08175651499994 30.10311641100003, -96.08151852699996 30.103013359000045, -96.08126560799997 30.102871562000075, -96.081024072 30.102720545000068, -96.08078369999998 30.102540848000046, -96.08058634299994 30.102386401000047, -96.08042157399996 30.102242528000033, -96.08027310599994 30.102103948000035, -96.08011520999997 30.10192679100004, -96.07998653799996 30.10170746600005, -96.07989636399998 30.101489317000073, -96.07983507399996 30.101372567000055))"
6125,5601,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.010744294869097016,"MULTILINESTRING ((-95.92241270099998 30.055286412000044, -95.93257420499998 30.057751748000044, -95.93275045999997 30.057781199000033, -95.93285970799997 30.057777696000073))"
6126,5602,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0021844921025175913,"MULTILINESTRING ((-95.85489029399997 29.786170049000077, -95.85502708799999 29.786177846000044, -95.85516258999996 29.78619817200007, -95.85529565099995 29.786230853000063, -95.85542514899998 29.786275618000047, -95.85554998799995 29.786332085000026, -95.85566911499996 29.786399777000042, -95.85578152299996 29.786478122000062, -95.85587843399998 29.78655926600004, -95.85596811999994 29.78664832900006, -95.85604993799996 29.786744671000065, -95.85612329899999 29.786847598000065, -95.85618767399995 29.78695637100003, -95.85624260399999 29.787070207000056, -95.85628769199997 29.78718828700005, -95.85630206199994 29.787243321000062, -95.85631468299994 29.78729878300004, -95.856325541 29.787354617000062, -95.85633459299999 29.787410545000057, -95.85634187599999 29.787466731000052, -95.85634738399995 29.78752311900007))"
6127,5603,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.00162754352523851,"MULTILINESTRING ((-95.85594305399997 29.79460733800005, -95.85593295299998 29.79350146300004, -95.85594527299997 29.793214715000033, -95.85594281699997 29.79298011800006))"
6128,5604,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0013347288337054648,"MULTILINESTRING ((-95.85601342699994 29.794118789000038, -95.85600236699997 29.792939292000028, -95.85598638699997 29.79278493700008))"
6129,5605,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0011930697313988776,"MULTILINESTRING ((-95.85607752099997 29.793776294000054, -95.85605360399995 29.792752525000026, -95.85603101399994 29.792585020000047))"
6130,5606,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0016018051846912176,"MULTILINESTRING ((-95.85613939599995 29.793772931000035, -95.85613737299997 29.79324521600006, -95.85611201999996 29.792829812000036, -95.85612518699998 29.79252334800003, -95.85613073099995 29.79239430800004, -95.85612529399998 29.79217237100005))"
6131,5607,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.001612088762303913,"MULTILINESTRING ((-95.85619966599995 29.794237941000063, -95.85620288699994 29.793731937000075, -95.85619308399998 29.793241658000056, -95.85616040499997 29.79285292900005, -95.85612056699995 29.79263087700008))"
6132,5608,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0027496365771130936,"MULTILINESTRING ((-95.85638121699998 29.794609997000066, -95.85636992899998 29.793435885000065, -95.85636042899995 29.792794856000057, -95.85636242199996 29.792461108000055, -95.85636803899996 29.79218669900007, -95.856384457 29.791860962000044))"
6133,5609,UP,Union Pacific Railroad Company,Active,Industrial Lead,66,,,,,,0.0030642499115322917,"MULTILINESTRING ((-95.85632961899995 29.794589404000078, -95.85633632599996 29.793661566000026, -95.85633623999996 29.79338288400004, -95.85632421699995 29.792680536000034, -95.85632100699996 29.79219405500004, -95.85630729299999 29.791741413000068, -95.85633408299998 29.791527168000073))"
6141,5792,UP,Union Pacific Railroad Company,Pulled,Spur Line,66,,,,,,0.00045892572461738156,"MULTILINESTRING ((-97.10344823199995 31.576821460000076, -97.10310924299995 31.577130813000053))"
